tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
121P12284,US-441,NORTHBOUND,US-411/MAIN ST,TN,SEVIER,37862,35.86911,-83.5677,35.86942,-83.56764,0.021677,322.001,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12283,US-441,NORTHBOUND,FORKS OF THE RIVER PKWY,TN,SEVIER,37862,35.86061,-83.56564,35.86094,-83.56563,0.023022,322.001,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09092,TN-50,NORTHBOUND,MULBERRY RD/OLD LYNCHBURG HWY NORTHEAST,TN,MOORE,37352,35.26696,-86.39066,35.21259,-86.46032,5.787129,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09093,TN-50,NORTHBOUND,US-64/TN-15,TN,LINCOLN,37334,35.21259,-86.46032,35.16396,-86.53093,5.519875,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12277,TN-126,EASTBOUND,TN-394,TN,SULLIVAN,37617,36.53275,-82.32742,36.53285,-82.32702,0.023253,1.5,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12276,TN-394,EASTBOUND,US-421,TN,SULLIVAN,37620,36.55451,-82.0973,36.55433,-82.09704,0.019047,13.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09094,TN-50,NORTHBOUND,US-231/TN-10/THORNTON TAYLOR PKWY,TN,LINCOLN,37334,35.16396,-86.53093,35.16006,-86.55602,1.464293,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09090,US-41-ALT,NORTHBOUND,US-231 BUS/TN-10/TN-82/N MAIN ST,TN,BEDFORD,37160,35.48651,-86.43935,35.48935,-86.45902,1.128002,24.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09099,TN-50,NORTHBOUND,TN-129/DELINA RD,TN,MARSHALL,37144,35.32079,-86.64679,35.334999979429,-86.665289969439,1.438628,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50509,EASTLAND AVE,EASTBOUND,GALLATIN AVE,TN,DAVIDSON,37206,36.18379,-86.74838,36.18374,-86.74784,0.030306,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08714,TN-96,WESTBOUND,DEJARNETTE LN,TN,RUTHERFORD,37130,35.88435,-86.34381,35.88356,-86.34421,0.059017,15.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50506,S 16TH ST,NORTHBOUND,SHELBY AVE,TN,DAVIDSON,37206,36.17045,-86.74283,36.17063,-86.74281,0.012484,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50507,S 16TH ST,NORTHBOUND,EASTLAND AVE,TN,DAVIDSON,37206,36.1829,-86.741,36.18311,-86.74097,0.014603,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09095,TN-50,NORTHBOUND,US-431/MAIN AVE,TN,LINCOLN,37334,35.15961,-86.55693,35.15225,-86.57058,1.005311,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09096,TN-50,NORTHBOUND,S FISHING FORD RD,TN,LINCOLN,37334,35.15225,-86.57058,35.23327,-86.61228,6.317805,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09097,TN-50,NORTHBOUND,TN-244/LEWISBURG HWY,TN,LINCOLN,37144,35.23327,-86.61228,35.30616,-86.63794,5.284184,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08711,TN-96,WESTBOUND,N TENNESSEE BLVD,TN,RUTHERFORD,37130,35.85825,-86.36942,35.85807,-86.36992,0.031182,18.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09098,TN-50,NORTHBOUND,TN-129/TN-130/SPRING ST,TN,LINCOLN,37144,35.30616,-86.63794,35.32079,-86.64679,1.174224,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50512,EASTLAND AVE,EASTBOUND,PRESTON DR,TN,DAVIDSON,37206,36.18103,-86.71862,36.1809,-86.71833,0.018496,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50515,PRESTON DR,NORTHBOUND,PORTER RD,TN,DAVIDSON,37206,36.19552,-86.71727,36.19595,-86.71722,0.029835,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50514,PRESTON DR,NORTHBOUND,EASTLAND AVE,TN,DAVIDSON,37206,36.1809,-86.71833,36.18115,-86.71813,0.020558,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12270,TN-394,EASTBOUND,I-81,TN,SULLIVAN,37617,36.54506,-82.33655,36.54311,-82.33484,0.164796,3.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12275,TN-394,EASTBOUND,US-421/TN-394,TN,SULLIVAN,37620,36.56026,-82.16089,36.56028,-82.16013,0.042202,11.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12273,TN-394,EASTBOUND,US-19/US-11E,TN,SULLIVAN,37618,36.50461,-82.26768,36.50421,-82.26465,0.170581,7.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12268,US-19E,NORTHBOUND,US-11E/TN-37,TN,SULLIVAN,37618,36.45532,-82.28243,36.45642,-82.28676,0.25597,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13598,CLARKSVILLE PIKE,NORTHBOUND,US-41A,TN,DAVIDSON,37208,36.18875,-86.82276,36.18897,-86.82312,0.025176,6.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13596,CLARKSVILLE PIKE,NORTHBOUND,DR DB TODD JR BLVD/CLAY ST,TN,DAVIDSON,37208,36.18259,-86.81226,36.18287,-86.81245,0.022231,18.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12265,US-19E,NORTHBOUND,TN-91/STONY CREEK RD/LOVERS LN,TN,CARTER,37643,36.35508,-82.20664,36.36025,-82.20431,0.382367,5.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12269,TN-394,EASTBOUND,US-11W,TN,SULLIVAN,37617,36.57656,-82.35403,36.5762,-82.35403,0.024869,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08704,TN-96,WESTBOUND,MACK HATCHER BLVD,TN,WILLIAMSON,37064,35.91715,-86.84393,35.91743,-86.84522,0.074766,35.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50500,HART LN,EASTBOUND,US-31E/ELLINGTON PKWY,TN,DAVIDSON,37216,36.21893,-86.74887,36.21784,-86.74586,0.185207,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50501,HART LN,EASTBOUND,GALLATIN PIKE,TN,DAVIDSON,37216,36.21178,-86.73301,36.2116,-86.73259,0.026507,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50504,10TH ST,NORTHBOUND,MAIN ST/GALLATIN AVE,TN,DAVIDSON,37206,36.17794,-86.75153,36.17816,-86.75166,0.016838,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50503,10TH ST,NORTHBOUND,SHELBY AVE,TN,DAVIDSON,37206,36.17132,-86.75236,36.17168,-86.75229,0.025176,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13591,DR DB TODD JR BLVD,NORTHBOUND,US-70/CHARLOTTE AVE,TN,DAVIDSON,37203,36.15807,-86.79996,36.1583,-86.80033,0.026049,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12264,US-19E,NORTHBOUND,US-321/TN-67/BROAD ST,TN,CARTER,37643,36.35294,-82.2078,36.35349,-82.20744,0.043646,7.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13594,DR DB TODD JR BLVD,NORTHBOUND,CLARKSVILLE PIKE/CLAY ST,TN,DAVIDSON,37208,36.18211,-86.81202,36.18259,-86.81226,0.035757,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12263,US-19E,NORTHBOUND,US-321/TN-67,TN,CARTER,37658,36.28583,-82.1743,36.28697,-82.17435,0.0788,3.5,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50915,THOMPSON LN,NORTHBOUND,MEDICAL CENTER PKWY,TN,RUTHERFORD,37129,35.84729,-86.43065,35.85775,-86.43004,0.732467,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50912,ASH ST,EASTBOUND,S HIGHLAND AVE,TN,RUTHERFORD,37130,35.83894,-86.3862,35.83883,-86.38518,0.057638,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50919,TN-268,NORTHBOUND,SIEGAL RD,TN,RUTHERFORD,37129,35.90245,-86.41768,35.91224,-86.40177,1.345324,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50918,TN-268,NORTHBOUND,SULPHUR SPRINGS RD,TN,RUTHERFORD,37129,35.89371,-86.42338,35.90245,-86.41768,0.710386,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50917,TN-268,NORTHBOUND,HAYNES DR,TN,RUTHERFORD,37129,35.87664,-86.42452,35.89371,-86.42338,1.222396,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50916,THOMPSON LN,NORTHBOUND,US-41/US-70S/NW BROAD ST,TN,RUTHERFORD,37129,35.85793,-86.43003,35.87651,-86.42468,1.366449,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06199,TN-30,EASTBOUND,TN-58,TN,MEIGS,37322,35.51249,-84.79119,35.51264,-84.79009,0.06272,18.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06198,TN-30,EASTBOUND,I-75,TN,MCMINN,37303,35.46688,-84.65056,35.46504,-84.64729,0.223641,21.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06195,TN-30,EASTBOUND,US-411/TN-33/N TENNESSEE AVE,TN,MCMINN,37331,35.34087,-84.52106,35.34096,-84.52041,0.037798,28.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06197,TN-30,EASTBOUND,US-11/TN-2/LEE HWY/CONGRESS PKWY,TN,MCMINN,37303,35.45094,-84.62393,35.4506,-84.62292,0.06153,23.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06196,TN-30,EASTBOUND,US-11-BR/TN-39/TN-305/INGLESIDE AVE,TN,MCMINN,37303,35.4438,-84.5907,35.44318,-84.5904,0.046037,25.5,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06191,US-27,SOUTHBOUND,ACC RD,TN,RHEA,37321,35.50279,-85.00518,35.50084,-85.00602,0.145189,187.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06190,US-27,SOUTHBOUND,TN-30/OLD WASHINGTON HWY/E 3RD AVE,TN,RHEA,37321,35.49336,-85.00813,35.49302,-85.00835,0.026547,189.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06193,US-27,SOUTHBOUND,TN-68/WASSOM MEMORIAL HWY,TN,RHEA,37381,35.68842,-84.86359,35.68766,-84.86434,0.0673,182.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50926,DEJARNETTE LN,EASTBOUND,TN-96/LASCASSAS PIKE,TN,RUTHERFORD,37130,35.88949,-86.38147,35.88417,-86.34464,2.143702,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50923,TN-268,EASTBOUND,TN-96/LASCASSAS PIKE,TN,RUTHERFORD,37130,35.9105,-86.38332,35.90482,-86.32947,3.059509,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50920,TN-268,NORTHBOUND,US-231/MEMORIAL BLVD/LEBANON RD,TN,RUTHERFORD,37129,35.91224,-86.40177,35.91058,-86.3842,0.98985,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09000,TN-68,NORTHBOUND,TN-165/BANK ST,TN,MONROE,37385,35.35123,-84.30532,35.36693,-84.30163,1.143224,8.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09001,TN-68,NORTHBOUND,CR-670/SCOTT ST,TN,MONROE,37385,35.25862,-84.29101,35.35123,-84.30532,8.180052,7.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09002,TN-68,NORTHBOUND,PINE HILL RD,TN,MONROE,37385,35.37361,-84.30458,35.435539984745,-84.365280005085,6.225849,10.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09003,TN-68,NORTHBOUND,CR-250,TN,MCMINN,37826,35.5992,-84.51835,35.61813000418,-84.625529965277,6.443689,18.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06188,US-27,SOUTHBOUND,TN-60/MARKET ST/HIWASSEE HWY,TN,RHEA,37321,35.48067,-85.02488,35.47769,-85.02826,0.281216,193.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06189,US-27,SOUTHBOUND,BLYTHE FERRY RD/E FLORIDA AVE,TN,RHEA,37321,35.48518,-85.01837,35.48479,-85.01898,0.043627,191.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09004,TN-68,NORTHBOUND,JEWETT RD,TN,RHEA,37381,35.68787,-84.86333,35.76918,-84.87586,7.736891,26.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06184,TN-96,WESTBOUND,I-40 (FAIRVIEW),TN,WILLIAMSON,37062,36.02698,-87.17468,36.02782,-87.18049,0.330361,48.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06183,TN-96,WESTBOUND,TN-100/FAIRVIEW BLVD,TN,WILLIAMSON,37062,35.98471,-87.11312,35.98561,-87.11705,0.237678,46.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09005,TN-68,NORTHBOUND,COX VALLEY RD,TN,CUMBERLAND,37337,35.76918,-84.87586,35.875199976666,-84.93270998282,8.96956,27.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09006,TN-68,NORTHBOUND,US-127/TN-28,TN,CUMBERLAND,38555,35.8752,-84.93271,35.90473,-84.98404,4.284334,28.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06186,US-27,SOUTHBOUND,I-24,TN,HAMILTON,37408,35.02027,-85.29654,35.01691,-85.29315,0.322543,241.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06185,TN-96,WESTBOUND,US-70/TN-1,TN,DICKSON,37055,36.08103,-87.34172,36.0821,-87.34183,0.074302,52.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09007,TN-378,NORTHBOUND,TN-30/3RD AVE,TN,RHEA,37321,35.48086,-85.02523,35.49517,-85.01203,1.286687,2.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06182,TN-96,WESTBOUND,TN-100,TN,DAVIDSON,37221,36.01718,-87.03065,36.01732,-87.0313,0.052137,44.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12618,TN-17,NORTHBOUND,US-11/US-41/US-64/US-72/OLD WAUHATCHIE PIKE,TN,HAMILTON,37409,35.00966,-85.32796,35.01429,-85.32512,0.373045,3.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12617,TN-17,NORTHBOUND,TN-58/OCHS HWY,TN,HAMILTON,37409,34.98835,-85.33126,35.00804,-85.32849,1.375353,2.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06177,TN-76,EASTBOUND,TN-48/TN-13/CUMBERLAND DR,TN,MONTGOMERY,37040,36.50911,-87.36642,36.50727,-87.36543,0.14081,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12627,TN-136,NORTHBOUND,TN-111/VETERANS MEMORIAL PKWY,TN,PUTNAM,38501,36.17626,-85.48046,36.17874,-85.46323,0.986037,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06176,TN-76,EASTBOUND,TN-12/ASHLAND CITY RD,TN,MONTGOMERY,37043,36.50045,-87.2909,36.50087,-87.28951,0.082503,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12626,TN-136,NORTHBOUND,FISK RD,TN,PUTNAM,38501,36.17537,-85.49647,36.17626,-85.48046,0.895987,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06179,TN-76,EASTBOUND,US-79/US-41A BYP/TN-12/TN-76/N 2ND ST,TN,MONTGOMERY,37040,36.5405,-87.36545,36.54021,-87.36567,0.023462,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12625,TN-136,NORTHBOUND,N WASHINGTON AVE,TN,PUTNAM,38501,36.1619,-85.49931,36.17497,-85.49697,0.913154,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12624,TN-136,NORTHBOUND,US-70N/E SPRING ST,TN,PUTNAM,38501,36.13611,-85.50259,36.16196,-85.5003,1.796547,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50926,TN-76,SOUTHBOUND,TN-179/EUREKATON RD,TN,HAYWOOD,38069,35.53685,-89.24902,35.478670054495,-89.271499983188,4.223534,8.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06172,TN-69,SOUTHBOUND,TN-100/W MAIN ST,TN,DECATUR,38329,35.57918,-88.13197,35.57853,-88.13172,0.047048,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12621,TN-155,NORTHBOUND,US-70N/W SPRING ST,TN,PUTNAM,38501,36.13832,-85.52831,36.16143,-85.51305,1.860913,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06175,TN-76,EASTBOUND,US-41A BYP/CR-112A/MADISON ST,TN,MONTGOMERY,37043,36.50791,-87.27331,36.50913,-87.27272,0.090606,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50928,US-64-BR,WESTBOUND,US-64 (WEST),TN,HARDEMAN,38075,35.32624,-89.1509,35.31839,-89.16377,0.922509,1.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50929,US-64-BR,WESTBOUND,TN-179/MAPLE ST/OAK AVE,TN,HARDEMAN,38075,35.32025,-89.13413,35.32624,-89.1509,1.126486,1.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06174,TN-69,SOUTHBOUND,I-40,TN,DECATUR,38341,35.8407,-88.08568,35.83961,-88.08562,0.075385,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50922,TN-19,WESTBOUND,TN-180/FORKED DEER RD,TN,HAYWOOD,38012,35.60124,-89.28812,35.69589,-89.40791,9.386257,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50923,TN-19,WESTBOUND,HARALSON ST,TN,HAYWOOD,38012,35.59467,-89.2879,35.60053998756,-89.287720000362,0.405662,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06171,TN-22,SOUTHBOUND,TN-431/TN-216/MAIN ST,TN,WEAKLEY,38237,36.33068,-88.80431,36.323430003876,-88.798680020154,0.69696,16.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50924,TN-19,WESTBOUND,TN-54/W MAIN ST,TN,HAYWOOD,38012,35.58123,-89.28306,35.594,-89.28792,0.981513,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06170,TN-22,SOUTHBOUND,TN-54/MORROW ST,TN,WEAKLEY,38225,36.27844,-88.7155,36.27758,-88.71281,0.161231,22.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50920,TN-19,WESTBOUND,US-51,TN,LAUDERDALE,38063,35.726,-89.54814,35.73179,-89.55951,0.769578,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50921,TN-19,WESTBOUND,TN-209/S WASHINGTON ST,TN,LAUDERDALE,38063,35.69589,-89.40791,35.725999992725,-89.548139987022,8.364298,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06169,TN-22,SOUTHBOUND,US-79/TN-76/HIGHLAND DR,TN,CARROLL,38201,36.14266,-88.49183,36.13754,-88.48617,0.48986,29.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06166,TN-22,SOUTHBOUND,VETERANS DR (HUNTINGDON) (NORTH),TN,CARROLL,38344,35.99044,-88.41549,35.99015,-88.41445,0.084692,36.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06165,TN-22,SOUTHBOUND,I-40,TN,HENDERSON,38388,35.78991,-88.39165,35.78863,-88.39179,0.088777,42.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06168,TN-22,SOUTHBOUND,TN-77/TN-22/VETERANS DR,TN,CARROLL,38344,36.02238,-88.44151,36.02081,-88.44026,0.128998,32.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06167,TN-22,SOUTHBOUND,TN-1/MAIN ST,TN,CARROLL,38344,36.00074,-88.42868,36.00048,-88.42772,0.075381,34.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12633,US-70N,EASTBOUND,TN-25,TN,SMITH,37030,36.24729,-85.95655,36.23648,-85.94769,0.944405,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12632,US-70N,EASTBOUND,CARTHAGE BRIDGE,TN,SMITH,37030,36.25455,-86.09756,36.24729,-85.95655,9.051334,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12631,US-70N,EASTBOUND,FLAT ROCK RD,TN,WILSON,37087,36.23763,-86.17529,36.254549994873,-86.097560008789,4.514244,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06163,TN-22,SOUTHBOUND,TN-100,TN,HENDERSON,38368,35.49625,-88.37815,35.49461,-88.37798,0.113722,46.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50933,OLD US-64,WESTBOUND,WALTON RD,TN,HARDEMAN,38008,35.27803,-89.02514,35.27762,-89.05182,1.512634,3.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12630,US-70N,EASTBOUND,BIG SPRINGS RD,TN,WILSON,37087,36.20991,-86.27652,36.23763,-86.17529,5.964724,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50932,OLD US-64,WESTBOUND,US-64 (WEST),TN,HARDEMAN,38008,35.27762,-89.05182,35.30416,-89.12222,4.71328,3.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09033,TN-102,NORTHBOUND,TN-840,TN,RUTHERFORD,37128,35.85136,-86.58565,35.85771,-86.57966,0.576926,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09034,TN-102,NORTHBOUND,BURNT KNOB RD,TN,RUTHERFORD,37014,35.86011,-86.57944,35.88406,-86.57104,1.822792,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09035,TN-102,NORTHBOUND,ROCKY FORK ALMAVILLE RD,TN,RUTHERFORD,37167,35.88406,-86.57104,35.90198,-86.56235,1.373283,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09036,TN-102,NORTHBOUND,FOXLAND DR,TN,RUTHERFORD,37167,35.90198,-86.56235,35.92701,-86.54858,2.238344,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06159,TN-22,SOUTHBOUND,TENNESSEE/MISSISSIPPI STATE LINE,TN,MCNAIRY,38357,34.99635,-88.46281,34.9962,-88.46282,0.010377,52.5,America/Chicago,P3.14,USA,2021-03-30 14:00:00-04:00,null
121P50578,TULIP GROVE RD,NORTHBOUND,US-70/LEBANON PIKE,TN,DAVIDSON,37076,36.21466,-86.58866,36.21537,-86.58857,0.049304,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06154,US-431,SOUTHBOUND,US-41/TN-11/MEMORIAL BLVD,TN,ROBERTSON,37172,36.4934,-86.87629,36.49261,-86.87602,0.058934,9.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50576,TULIP GROVE RD,NORTHBOUND,TN-265/CENTRAL PIKE,TN,DAVIDSON,37076,36.17249,-86.59513,36.17292,-86.59506,0.02996,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09037,TN-102,NORTHBOUND,I-24,TN,RUTHERFORD,37167,35.92701,-86.54858,35.9341,-86.5329,1.387506,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50904,WHITTEN RD,SOUTHBOUND,MACON RD,TN,SHELBY,38134,35.17382,-89.83653,35.16699,-89.83681,0.472157,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06151,TN-53,SOUTHBOUND,I-40,TN,SMITH,38563,36.17958,-85.94766,36.17858,-85.94768,0.069102,17.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09038,TN-102,NORTHBOUND,OLD NASHVILLE HWY,TN,RUTHERFORD,37167,35.93561,-86.53149,35.95481,-86.51297,1.704912,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50905,WHITTEN RD,SOUTHBOUND,I-40,TN,SHELBY,38133,35.17858,-89.83627,35.17757,-89.83633,0.069901,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09039,TN-102,NORTHBOUND,US-41/TN-1/S LOWRY ST,TN,RUTHERFORD,37167,35.95541,-86.51221,35.95846,-86.49677,0.94733,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06153,US-431,SOUTHBOUND,I-24 (JOELTON),TN,DAVIDSON,37080,36.32618,-86.86908,36.32202,-86.86774,0.296933,16.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50907,TN-277,SOUTHBOUND,US-64/US-70/US-79/SUMMER AVE,TN,SHELBY,38112,35.15723,-89.98033,35.15137,-89.9812,0.407885,6.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06152,TN-53,SOUTHBOUND,US-70/TN-24/GORDONSVILLE HWY,TN,SMITH,37030,36.23531,-85.94361,36.233280008999,-85.946130000794,0.450794,15.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50901,MACON RD,WESTBOUND,SYCAMORE VIEW RD,TN,SHELBY,38134,35.16639,-89.83682,35.16294,-89.85903,1.296838,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50902,MACON RD,WESTBOUND,WHITTEN RD,TN,SHELBY,38134,35.16666,-89.83292,35.16639,-89.83682,0.22106,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
