tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
121P50573,ANDREW JACKSON PKWY,NORTHBOUND,TN-45/OLD HICKORY BLVD,TN,DAVIDSON,37076,36.18355,-86.61075,36.18367,-86.61066,0.00969,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50574,ANDREW JACKSON PKWY,NORTHBOUND,US-70/LEBANON PIKE,TN,DAVIDSON,37076,36.21457,-86.59769,36.21515,-86.59769,0.040066,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50571,DODSON CHAPEL RD,NORTHBOUND,TN-45/OLD HICKORY BLVD,TN,DAVIDSON,37076,36.18314,-86.611,36.18355,-86.61075,0.031571,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09044,US-41,WESTBOUND,I-24/US-41/US-431/TN-11/N 1ST ST,TN,DAVIDSON,37207,36.17636,-86.76727,36.17658,-86.7697,0.136351,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09045,SPRING ST,WESTBOUND,JEFFERSON ST,TN,DAVIDSON,37207,36.1769,-86.77357,36.17694,-86.77569,0.118653,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09047,US-31A,NORTHBOUND,WOODLAWN RD,TN,GILES,38478,35.20681,-87.02753,35.24899,-86.96161,5.0332,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09040,TN-102,NORTHBOUND,ENON SPRINGS RD,TN,RUTHERFORD,37167,35.96061,-86.49573,35.97336,-86.49283,0.89933,12.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09041,TN-102,NORTHBOUND,TN-266/SAM RIDLEY PKWY/JEFFERSON PIKE,TN,RUTHERFORD,37167,35.97336,-86.49283,35.99515,-86.49306,1.526026,13.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09043,US-31W,WESTBOUND,US-31W/TN-6/ELLINGTON PKWY,TN,DAVIDSON,37206,36.17302,-86.76538,36.17504,-86.76571,0.144052,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06149,TN-53,SOUTHBOUND,US-70/TN-26/NASHVILLE HWY,TN,DE KALB,37012,36.06557,-86.02824,36.06481,-86.02831,0.074943,20.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06144,TN-56,SOUTHBOUND,TN-53/E HULL AVE,TN,JACKSON,38562,36.35601,-85.65528,36.3556,-85.65533,0.028459,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50566,BELL RD,EASTBOUND,OLD HICKORY BLVD,TN,DAVIDSON,37076,36.16129,-86.59772,36.16136,-86.59656,0.064881,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06143,TN-56,SOUTHBOUND,US-70/TN-24/NASHVILLE HWY,TN,PUTNAM,38544,36.17164,-85.62779,36.17079,-85.62782,0.058744,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50567,BELL RD,EASTBOUND,S NEW HOPE RD,TN,DAVIDSON,37076,36.16066,-86.5861,36.16061,-86.5854,0.039199,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50564,S NEW HOPE RD,NORTHBOUND,TN-265/CENTRAL PIKE,TN,DAVIDSON,37076,36.17238,-86.58495,36.17283,-86.58489,0.031266,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06145,TN-53,SOUTHBOUND,I-24,TN,COFFEE,37355,35.50119,-86.0864,35.49825,-86.08692,0.205275,30.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09048,US-31A,NORTHBOUND,I-65,TN,GILES,38478,35.24899,-86.96161,35.30438,-86.88435,6.094834,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50915,RALEIGH MILLINGTON RD,SOUTHBOUND,FITE RD,TN,SHELBY,38053,35.30241,-89.91371,35.27175,-89.92894,2.326158,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09049,US-31A,NORTHBOUND,TN-129/NEW OSTELLA RD,TN,MARSHALL,37047,35.30881,-86.8806,35.332899992728,-86.860010006209,2.029713,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50916,RALEIGH MILLINGTON RD,SOUTHBOUND,PLEASANT RIDGE RD,TN,SHELBY,38053,35.30808,-89.91178,35.30241,-89.91371,0.410756,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06142,TN-56,SOUTHBOUND,I-40/BAXTER RD/EXIT 280,TN,PUTNAM,38544,36.13845,-85.62885,36.13759,-85.63188,0.17924,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50917,RALEIGH MILLINGTON RD,SOUTHBOUND,SYKES RD,TN,SHELBY,38053,35.32956,-89.89977,35.30808,-89.91178,1.655575,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06141,TN-56,SOUTHBOUND,I-40,TN,PUTNAM,38582,36.09095,-85.72061,36.08927,-85.72422,0.317177,12.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50569,DODSON CHAPEL RD,NORTHBOUND,BELL RD,TN,DAVIDSON,37076,36.1633,-86.61313,36.16352,-86.61359,0.029822,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50911,NORRIS RD,WESTBOUND,E MALLORY AVE,TN,SHELBY,38106,35.08346,-90.02625,35.08534,-90.02972,0.256844,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50912,NORRIS RD,WESTBOUND,I-240,TN,SHELBY,38106,35.08331,-90.01858,35.08345,-90.02445,0.33205,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113-50914,RALEIGH MILLINGTON RD,SOUTHBOUND,NEW ALLEN RD,TN,SHELBY,38128,35.27175,-89.92894,35.25786,-89.92946,0.961005,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50563,S NEW HOPE RD,NORTHBOUND,BELL RD,TN,DAVIDSON,37076,36.16061,-86.5854,36.16095,-86.58533,0.023809,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50561,TN-265,EASTBOUND,S NEW HOPE RD,TN,DAVIDSON,37076,36.17266,-86.58539,36.17283,-86.58489,0.030254,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09012,TN-109,NORTHBOUND,E DIVISION ST,TN,WILSON,37090,36.18586,-86.40754,36.1909,-86.41026,0.379778,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06137,US-45-BYP,SOUTHBOUND,US-45/TN-5/PASSMORE LN/HIGHLAND AVE,TN,MADISON,38305,35.73327,-88.85062,35.729670010162,-88.851219998269,0.250966,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06136,US-45-BYP,SOUTHBOUND,I-40,TN,MADISON,38305,35.66462,-88.85449,35.66225,-88.85405,0.16559,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06139,TN-56,SOUTHBOUND,TN-1,TN,WARREN,37110,35.70166,-85.78085,35.70063,-85.78066,0.072022,17.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09010,TN-155,COUNTERCLOCKWISE,US-70/TN-24/CHARLOTTE AVE,TN,DAVIDSON,37209,36.15119,-86.8578,36.15016,-86.85793,0.071521,23.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06133,US-70,SOUTHBOUND,US-70/TN-1/AIRWAYS BLVD,TN,MADISON,38301,35.61794,-88.84249,35.61714,-88.84268,0.056295,14.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08794,TN-48,SOUTHBOUND,I-40,TN,DICKSON,37055,35.98995,-87.48857,35.98817,-87.48803,0.127306,16.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06135,US-45-BYP,SOUTHBOUND,US-412 BUS/TN-20/NORTH PKWY,TN,MADISON,38305,35.64662,-88.85123,35.64601,-88.85112,0.04259,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50597,E THOMPSON LN,NORTHBOUND,TN-155/BRILEY PKWY,TN,DAVIDSON,37211,36.10939,-86.72793,36.10976,-86.72763,0.030581,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06134,US-45-BYP,SOUTHBOUND,HOLLYWOOD DR,TN,MADISON,38305,35.64141,-88.85031,35.6368,-88.84949,0.321806,12.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50598,E THOMPSON LN,NORTHBOUND,US-41/US-70S/MURFREESBORO PIKE,TN,DAVIDSON,37217,36.12667,-86.71115,36.12673,-86.71101,0.008843,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N07460,US-431,SOUTHBOUND,S MAIN ST,TN,ROBERTSON,37172,36.47391,-86.89185,36.47334,-86.89212,0.04214,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09016,TN-49,EASTBOUND,SYLVIA RD,TN,DICKSON,37181,36.25534,-87.45907,36.21461,-87.4309,3.594706,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06131,US-45E,SOUTHBOUND,US-45W/US-51/TN-3,TN,OBION,38257,36.50068,-88.89929,36.49561,-88.89902,0.350623,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08791,TN-48,SOUTHBOUND,TN-100/TN-230/N CENTRAL AVE,TN,HICKMAN,37033,35.83494,-87.43254,35.83451,-87.43232,0.032158,18.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06130,US-45E,SOUTHBOUND,TN-43 (FULTON) (SOUTH)/BROADWAY ST,TN,OBION,38257,36.48644,-88.87406,36.48556,-88.87312,0.080322,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50591,SMITH SPRINGS RD,EASTBOUND,BELL RD,TN,DAVIDSON,37217,36.09058,-86.62743,36.09034,-86.62652,0.053436,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50590,SMITH SPRINGS RD,EASTBOUND,US-41/US-70S/MURFREESBORO RD,TN,DAVIDSON,37217,36.0962,-86.65566,36.09665,-86.65496,0.050291,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50595,FOSTER AVE,NORTHBOUND,US-41/US-70S/MURFREESBORO PIKE,TN,DAVIDSON,37210,36.14093,-86.74065,36.14156,-86.74058,0.043696,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50593,FOSTER AVE,NORTHBOUND,TN-155/THOMPSON LN,TN,DAVIDSON,37210,36.1108,-86.74294,36.11112,-86.74292,0.022134,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50904,MAIN ST,EASTBOUND,N HIGHLAND AVE,TN,RUTHERFORD,37130,35.84643,-86.39581,35.84516,-86.38383,0.736698,2.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50902,MIDDLE TENNESSEE BLVD,NORTHBOUND,TN-96/LASCASSAS PIKE,TN,RUTHERFORD,37130,35.84389,-86.37202,35.85699,-86.37007,0.912167,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50901,MIDDLE TENNESSEE BLVD,NORTHBOUND,E MAIN ST,TN,RUTHERFORD,37130,35.83621,-86.37334,35.84368,-86.37206,0.521068,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50900,MIDDLE TENNESSEE BLVD,NORTHBOUND,US-70S/MERCURY BLVD,TN,RUTHERFORD,37130,35.83118,-86.37853,35.83607,-86.37343,0.463593,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09022,TN-56,NORTHBOUND,OLD CHAT-MCMINNVILLE STAGE RD,TN,GRUNDY,37305,35.42897,-85.72346,35.47931,-85.64922,8.725268,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09023,TN-56,NORTHBOUND,PONDER RD,TN,DE KALB,37166,35.95743,-85.81152,36.00032,-85.7568,4.928803,16.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06129,US-45E,SOUTHBOUND,TN-43,TN,WEAKLEY,38237,36.39936,-88.85437,36.39891,-88.85486,0.042785,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09024,TN-53,NORTHBOUND,TN-292/BAPTIST RIDGE RD,TN,JACKSON,38562,36.41253,-85.63855,36.48976,-85.56196,8.561866,26.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09025,TN-46,NORTHBOUND,GREEN CHAPEL RD,TN,WILLIAMSON,37064,35.87848,-87.10024,35.888,-87.1354,2.205078,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50909,HIGHLAND AVE,NORTHBOUND,TN-96/E CLARK BLVD,TN,RUTHERFORD,37130,35.84516,-86.38383,35.86055,-86.38152,1.071199,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50908,HIGHLAND AVE,NORTHBOUND,E MAIN ST,TN,RUTHERFORD,37130,35.83941,-86.38472,35.84516,-86.38383,0.400453,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N07456,US-431,SOUTHBOUND,OLD CLARKSVILLE PIKE,TN,DAVIDSON,37080,36.31357,-86.86518,36.31309,-86.86473,0.042326,18.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06125,TN-43,SOUTHBOUND,TN-431/UNIVERSITY ST,TN,WEAKLEY,38237,36.34764,-88.87275,36.34678,-88.87278,0.059442,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09020,TN-13,NORTHBOUND,TARSUS RD,TN,MONTGOMERY,37051,36.33854,-87.60472,36.356729989403,-87.508880007654,6.082455,29.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08788,TN-48,SOUTHBOUND,TN-100,TN,HICKMAN,37033,35.70418,-87.50875,35.7038,-87.50862,0.027244,21.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+50905,MAIN ST,EASTBOUND,MIDDLE TENNESSEE BLVD,TN,RUTHERFORD,37130,35.84516,-86.38383,35.8437,-86.37218,0.660487,2.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06127,TN-43,SOUTHBOUND,US-45E/TN-22,TN,WEAKLEY,38237,36.36509,-88.86907,36.36498,-88.86915,0.008806,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09021,TN-22,NORTHBOUND,INDUSTRIAL PARK DR,TN,WEAKLEY,38237,36.33056,-88.80405,36.34122,-88.8137,0.92146,38.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50588,NASHBORO BLVD,EASTBOUND,BELL RD,TN,DAVIDSON,37217,36.08914,-86.62774,36.08912,-86.62739,0.019587,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08785,TN-48,SOUTHBOUND,TN-13/WAYNESBORO HWY,TN,WAYNE,38485,35.47838,-87.76922,35.47844,-87.77017,0.053602,27.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N07453,US-431,SOUTHBOUND,TN-155/BRILEY PKWY,TN,DAVIDSON,37207,36.2346,-86.81578,36.23296,-86.81456,0.132156,23.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08786,TN-48,SOUTHBOUND,TN-99/TN-20/E 4TH AVE,TN,LEWIS,38462,35.54249,-87.55289,35.54209,-87.55293,0.027723,24.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06121,TN-49,WESTBOUND,I-24,TN,ROBERTSON,37146,36.40414,-87.02234,36.40046,-87.02793,0.40155,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06124,US-45E-BYP,SOUTHBOUND,US-45E/TN-43/ELM ST,TN,WEAKLEY,38237,36.31487,-88.85237,36.31508,-88.84866,0.207294,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50587,NASHBORO BLVD,EASTBOUND,US-41/US-70S/MURFREESBORO RD,TN,DAVIDSON,37217,36.08685,-86.6486,36.08726,-86.64774,0.055917,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N07454,US-431,SOUTHBOUND,LLOYD RD/BUENA VISTA PIKE,TN,DAVIDSON,37189,36.2525,-86.82994,36.25249,-86.82975,0.010607,21.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09026,TN-104,WESTBOUND,US-79/US-70 ALT/TN-76/TN-77,TN,GIBSON,38358,35.91433,-88.75279,35.91614,-88.7542,0.150301,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09027,TN-104,WESTBOUND,CONCORD MOORES CHAPEL RD,TN,GIBSON,38358,35.9209,-88.75895,35.94217,-88.84125,5.056619,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06120,TN-49,WESTBOUND,US-41 ALT/TN-112,TN,CHEATHAM,37146,36.39936,-87.02938,36.39874,-87.0302,0.062747,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09028,US-45W,NORTHBOUND,BRUCE SWITCH RD/BINGHAM RD,TN,OBION,38233,36.20229,-89.01201,36.249739964426,-89.042929976284,3.704242,22.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N07451,US-431,SOUTHBOUND,I-24/TN-65,TN,DAVIDSON,37207,36.20661,-86.77789,36.20627,-86.77429,0.202676,26.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09029,US-129,NORTHBOUND,PARSON BRANCH RD,TN,BLOUNT,37878,35.47412,-83.92041,35.49914,-83.93435,3.885803,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50580,OLD HICKORY BLVD,NORTHBOUND,BELL RD,TN,DAVIDSON,37076,36.16133,-86.59715,36.16181,-86.59719,0.033233,5.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50581,OLD HICKORY BLVD,NORTHBOUND,I-40,TN,DAVIDSON,37076,36.16921,-86.60074,36.16955,-86.60097,0.026761,5.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50585,BELL RD,EASTBOUND,COUCHVILLE PIKE,TN,DAVIDSON,37217,36.11149,-86.63001,36.11251,-86.63045,0.074763,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50582,BELL RD,EASTBOUND,US-41/US-70S/MURFREESBORO RD,TN,DAVIDSON,37217,36.07192,-86.63622,36.07235,-86.63604,0.031359,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50583,BELL RD,EASTBOUND,ANDERSON RD,TN,DAVIDSON,37217,36.0744,-86.6352,36.07477,-86.63507,0.026573,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N05829,US-51,SOUTHBOUND,TN-77/GRAHAM ST,TN,DYER,38059,36.1253,-89.2777,36.11779,-89.28518,0.665874,275.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P10871,,TN-155 EASTBOUND,,TN,DAVIDSON,37216,36.23861,-86.74247,36.239,-86.74261,0.191403,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121-09088,US-41-ALT,SOUTHBOUND,TN-64,TN,BEDFORD,37160,35.48651,-86.43935,35.47782,-86.40029,2.305195,47.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N05825,US-51-BYP,SOUTHBOUND,PARR AVE,TN,DYER,38024,36.05597,-89.38007,36.05622,-89.3814,0.076276,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09089,US-41-ALT,SOUTHBOUND,BETHANY LN/E LANE ST/RAILROAD AVE,TN,BEDFORD,37160,35.48935,-86.45902,35.48651,-86.43935,1.128002,46.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N05826,US-51,SOUTHBOUND,US-51 BUS/FRANK MAYNARD DR,TN,DYER,38024,36.05255,-89.36417,36.05074,-89.36639,0.177364,281.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P10875,15A,ELINGTON PKY NORTHBOUND,EXIT 15A,TN,DAVIDSON,37216,36.23857,-86.74111,36.2384,-86.74167,0.182902,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121N05827,US-51,SOUTHBOUND,US-412/TN-211/TN-20/ST JOHN AVE,TN,DYER,38024,36.06574,-89.34343,36.06495,-89.34542,0.25716,279.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09086,US-41-ALT,SOUTHBOUND,N WASHINGTON ST/CEDAR LN,TN,BEDFORD,37183,35.44818,-86.32155,35.38419,-86.23167,7.059772,50.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P10873,15B,US-31E/TN-6 SOUTHBOUND,EXIT 15B,TN,DAVIDSON,37216,36.23971,-86.74513,36.23657,-86.74394,0.247856,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121-09087,US-41-ALT,SOUTHBOUND,TN-276/THOMPSON CREEK RD,TN,BEDFORD,37160,35.47751,-86.3997,35.44818000135,-86.321550013503,4.979078,49.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N05828,US-51,SOUTHBOUND,I-155/US-412,TN,DYER,38024,36.07284,-89.34818,36.070110025179,-89.345920013938,0.677162,277.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09084,US-41-ALT,SOUTHBOUND,TN-55/TN-130/E CARROLL ST,TN,COFFEE,37388,35.36749,-86.21657,35.35599,-86.20628,0.98359,52.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P10879,,TN-155 EASTBOUND,,TN,DAVIDSON,37207,36.23529,-86.78525,36.23813,-86.78303,0.240675,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121N05822,US-51,SOUTHBOUND,US-51 BUS,TN,DYER,38024,36.00754,-89.39765,36.00459,-89.3985,0.213143,287.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09085,US-41-ALT,SOUTHBOUND,TN-55/TN-130/WILSON AVE,TN,COFFEE,37388,35.38419,-86.23167,35.36749,-86.21657,1.433433,51.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N05823,US-51-BYP,SOUTHBOUND,TN-104/FORREST ST,TN,DYER,38024,36.0363,-89.41186,36.03453,-89.41275,0.132027,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09082,US-41-ALT,SOUTHBOUND,BIBLE CROSSING RD/MILL RD,TN,FRANKLIN,37398,35.27362,-86.13008,35.212470008616,-86.096980005491,4.656915,54.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09083,US-41-ALT,SOUTHBOUND,TN-279/SPRING CREEK RD,TN,FRANKLIN,37388,35.35599,-86.20628,35.27362,-86.13008,7.139405,53.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N05824,US-51-BYP,SOUTHBOUND,TN-78/LAKE RD,TN,DYER,38024,36.05786,-89.39366,36.0579,-89.39619,0.141332,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P10877,43,TN-155,EXIT 43,TN,DAVIDSON,37207,36.23277,-86.78393,36.23529,-86.78525,0.189248,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121-09080,US-41-ALT,SOUTHBOUND,TN-15/TN-16/TN-50/1ST AVE,TN,FRANKLIN,37398,35.19846,-86.0963,35.18679,-86.11181,1.191593,56.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09081,US-41-ALT,SOUTHBOUND,BYP RD,TN,FRANKLIN,37324,35.21247,-86.09698,35.19846,-86.0963,1.035669,55.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N05818,US-45/TN-5,SOUTHBOUND,US-45 BYP/PASSMORE LN,TN,MADISON,38305,35.73607,-88.85008,35.73222,-88.84827,0.65436,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P09871,MANNING ST,EASTBOUND,FOREST AVE,TN,HAMILTON,37405,35.06551,-85.30935,35.06545,-85.30906,0.016913,3.5,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P09872,MANUFACTURERS RD,EASTBOUND,RIVERSIDE AVE,TN,HAMILTON,37405,35.05993,-85.32753,35.05978,-85.32745,0.011804,1.5,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09079,US-41-ALT,SOUTHBOUND,COWAN HWY,TN,FRANKLIN,37398,35.18628,-86.11134,35.17092,-86.07135,2.545647,57.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P09873,MANUFACTURERS RD,EASTBOUND,US-27,TN,HAMILTON,37405,35.06135,-85.31865,35.06193,-85.31608,0.150788,2.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P10863,,I-65 NORTHBOUND AND TN-155 WESTBOUND,,TN,DAVIDSON,37216,36.24075,-86.73762,36.24031,-86.73927,0.098034,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121-09077,US-41-ALT,SOUTHBOUND,I-24,TN,GRUNDY,37356,35.21329,-85.89244,35.23914,-85.84969,3.049746,61.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P09874,MANUFACTURERS RD,EASTBOUND,US-127/CHEROKEE BLVD,TN,HAMILTON,37405,35.0635,-85.31031,35.06358,-85.31025,0.006485,2.5,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P09875,HAMM RD,EASTBOUND,MOCCASIN BEND RD,TN,HAMILTON,37405,35.05292,-85.33309,35.0529,-85.33282,0.015331,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-09078,US-41-ALT,SOUTHBOUND,TN-56/SHERWOOD RD,TN,FRANKLIN,37318,35.16998,-86.06915,35.189899995414,-85.923650014332,9.353057,59.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P09876,HAMM RD,EASTBOUND,MANUFACTURERS RD,TN,HAMILTON,37405,35.05888,-85.32468,35.05908,-85.32473,0.015053,3.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P10861,15C,I-65 NORTHBOUND,,TN,DAVIDSON,37216,36.23802,-86.73556,36.24013,-86.74389,0.487259,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121-09075,TN-80,SOUTHBOUND,LITTLE CREEK RD,TN,SMITH,37145,36.44862,-85.88065,36.3779,-85.94978,6.994511,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P09877,RIVERSIDE AVE,EASTBOUND,PINEVILLE RD,TN,HAMILTON,37405,35.059,-85.33087,35.05876,-85.33065,0.020737,1.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
