"Rank","Head Location","Starting TMC Code","Latitude","Longitude","Average max length","Average daily duration","Total duration","All events/incidents","Volume Estimate","Base Impact","Speed differential","Congestion","TOTAL DELAY","Segment IDs"
741,"TN-23 E @ N PERKINS RD/PERKINS EXT","113P10840","35.13112","-89.90846","0.11"," 2 h 51 m","3 d 13 h 57 m","0","14,535","459","7,879","561","197,308","113P10840, 113+10840, 113+10839, 113+10838, 113+10837, 113+10836, 113P10835"
742,"TN-155 W @ I-24","121-08691","36.11095","-86.7138","1.43"," 5 m"," 2 h 50 m","0","18,298","229","5,844","412","196,797","121-08691, 121N08691, 121-08688, 121N08688, 121-08687"
743,"SHELBY AVE W @ I-24","121N09309","36.16625","-86.76577","0.3"," 1 h 4 m","1 d 8 h 25 m","0","8,501","538","6,349","657","196,708","121N09309, 121-09309"
744,"US-431 S @ TN-397/MACK HATCHER MEMORIAL PKY","121N07411","35.94424","-86.88067","0.1"," 4 h 43 m","5 d 21 h 54 m","0","9,263","694","12,853","885","196,303","121N07411, 121-07411, 121-07412"
745,"TN-58 N @ TN-153/AMNICOLA HWY","121+09367","35.08908","-85.21978","2.54"," 5 m"," 2 h 44 m","0","14,908","365","10,254","600","195,143","121+09367, 121P09366, 121+09366, 121+09365"
746,"SHALLOWFORD RD E @ JENKINS RD","121P10301","35.03423","-85.13363","0.05"," 10 h 42 m","13 d 9 h 19 m","0","9,432","585","11,448","811","195,004","121P10301, 121+10301, 121P10300, 121+10300"
747,"SMITH SPRINGS RD E @ US-41/US-70S/MURFREESBORO RD","121P50590","36.09665","-86.65496","0.05"," 12 h 48 m","16 d 24 m","0","4,121","1,159","23,729","1,736","194,630","121P50590"
748,"US-70-BR E @ US-70/TN-141/TN-26/E BADDOUR PKY","121P07117","36.20968","-86.27704","0.04"," 13 h 7 m","16 d 9 h 40 m","0","8,888","790","17,912","1,053","194,513","121P07117, 121+07117"
749,"HARDING PL W @ US-70S/HARDING PIKE","121N50762","36.10221","-86.87027","0.03"," 14 h 21 m","17 d 22 h 37 m","0","6,727","593","9,164","846","193,741","121N50762, 121-50762, 121N50763"
750,"US-31 S @ TN-255/HARDING PL/BATTERY LN","121N05216","36.08629","-86.77198","0.09"," 7 h 24 m","9 d 6 h 4 m","0","10,480","795","14,267","912","193,496","121N05216, 121-05216, 121N05217"
751,"US-11E S @ TN-36/N ROAN ST/HIGH POINT DR","121N08530","36.35728","-82.38422","0.16"," 1 h 30 m","1 d 21 h 29 m","0","14,130","419","6,126","502","193,379","121N08530, 121-08530, 121-08531"
752,"WOODLAWN DR W @ RIDGEFIELD DR","121-50670","36.12515","-86.84194","0.93"," 41 m"," 20 h 56 m","0","5,146","1,134","16,454","1,362","192,189","121-50670, 121-50671, 121-50672"
753,"US-78 N @ TN-175/E SHELBY DR","113P05564","35.02053","-89.89806","0.05"," 2 h 17 m","2 d 20 h 45 m","0","19,909","262","4,159","338","191,394","113P05564, 113+05564, 113P05565"
754,"US-72 E @ S WHITE STATION RD","113+05310","35.10914","-89.88836","1.19"," 15 m"," 7 h 35 m","0","16,897","371","5,511","437","191,341","113+05310, 113+05309, 113+05308, 113P05307, 113+05307"
755,"BELL RD W @ ELM HILL PIKE","121-13665","36.14111","-86.62797","0.92"," 23 m"," 11 h 53 m","0","9,974","612","11,620","798","190,964","121-13665, 121N13666, 121-13666"
756,"TN-23 W @ N PERKINS RD/PERKINS EXT","113N10840","35.13113","-89.90903","0.32"," 56 m","1 d 4 h 19 m","0","17,120","400","6,902","482","190,710","113N10840, 113-10840, 113-10841, 113N10842, 113-10842"
757,"US-78 N @ AMERICAN WAY","113P05558","35.07712","-89.95184","0.26"," 56 m","1 d 4 h 15 m","0","18,107","344","4,634","393","190,421","113P05558, 113+05558, 113P05559"
758,"TN-321 S @ TN-320/BRAINERD RD","121N10252","34.99984","-85.09476","0.08"," 11 h 42 m","14 d 15 h 4 m","0","8,705","980","17,492","1,104","190,331","121N10252, 121-10252"
759,"US-11E N @ S GEORGE AVE","121+05575","36.11582","-83.48972","1.62"," 20 m"," 10 h 29 m","0","9,762","1,018","17,581","1,081","190,150","121+05575"
760,"WEDGEWOOD AVE W @ I-65","121N09327","36.13423","-86.77639","0.1"," 2 h 3 m","2 d 13 h 30 m","0","14,283","358","3,998","408","190,063","121N09327, 121-09327, 121N09328"
761,"TN-17 N @ TN-58/OCHS HWY","121P12617","35.00966","-85.32796","0.19"," 1 h 59 m","2 d 11 h 54 m","0","8,704","601","7,604","706","189,836","121P12617, 121+12617, 121+12616, 121P12615"
762,"TN-255 N @ US-41/US-70S/TN-1/MURFREESBORO PIKE","121P09253","36.10687","-86.67269","0.12"," 1 h 41 m","2 d 2 h 50 m","0","13,825","368","5,774","481","189,025","121P09253, 121+09253, 121P09252"
763,"WOODLAWN DR E @ BOWLING AVE","121+50671","36.12386","-86.82656","0.97"," 40 m"," 20 h 6 m","0","4,482","1,093","14,602","1,350","188,925","121+50671, 121+50670, 121P50669"
764,"US-11 N @ 33RD ST","121+08442","35.01762","-85.32225","0.33"," 41 m"," 20 h 43 m","0","14,297","381","5,793","480","188,825","121+08442, 121+08441, 121+08440"
765,"US-70 W @ TN-332/CONCORD RD/WEST END AVE","121-07056","35.88442","-84.15346","1.55"," 3 m"," 1 h 59 m","0","13,540","184","5,113","446","188,816","121-07056, 121-07057"
766,"CHURCH ST W @ 5TH AVE N","121-13547","36.16315","-86.78019","0.24"," 1 h 47 m","2 d 5 h 30 m","0","3,990","760","3,887","801","188,747","121-13547, 121-13548, 121N13549"
767,"US-41A W @ I-65","121N09219","36.18619","-86.7983","0.2"," 55 m","1 d 3 h 43 m","0","19,950","329","4,757","376","188,052","121N09219"
768,"TN-139 N @ TN-66/WINFIELD DUNN PKY","121P10679","35.95776","-83.59445","0.09"," 11 h","13 d 18 h 9 m","0","3,831","1,780","32,298","2,178","187,431","121P10679"
769,"TN-253 E @ EDMONDSON PIKE","121+50681","35.99005","-86.74528","2.53"," 8 m"," 4 h 3 m","0","16,051","547","10,535","624","187,228","121+50681, 121P50680, 121+50680, 121P50679, 121+50679"
770,"US-45/TN-5 S @ I-40/US-412","121-07166","35.67203","-88.83005","0.06"," 5 h 39 m","7 d 1 h 44 m","0","14,036","466","6,077","515","186,327","121-07166, 121-05814, 121-05815"
771,"US-129 S @ TN-429/AIR BASE RD","121N08331","35.83015","-83.97411","0.87"," 10 m"," 5 h 23 m","0","25,699","230","6,874","366","186,260","121N08331, 121-08331, 121N05571, 121-05571, 121-08332"
772,"TN-28 N @ US-127/TN-8/RANKIN AVE","121P09392","35.36072","-85.39532","0.07"," 16 h 5 m","20 d 2 h 42 m","0","4,866","1,099","25,930","1,631","186,033","121P09392, 121+09392"
773,"TN-25 E @ US-31E/TN-174/TN-6/W BROADWAY","121+09296","36.38719","-86.45226","0.36"," 44 m"," 22 h 6 m","0","6,708","471","4,490","593","185,857","121+09296, 121P09295"
774,"RALEIGH LAGRANGE RD E @ US-70/US-79/SUMMER AVE","113+15492","35.18079","-89.85949","0.69"," 30 m"," 15 h 24 m","0","7,123","632","10,764","889","185,730","113+15492, 113P15491"
775,"US-45/TN-5 N @ UNIVERSITY PKY","121+05816","35.69596","-88.82977","0.61"," 42 m"," 21 h 3 m","0","10,623","775","13,467","870","185,654","121+05816"
776,"US-129 S @ TN-168/W GOVERNOR JOHN SEVIER HWY","121-08334","35.88526","-83.95512","4.46","0 m"," 25 m","0","22,594","111","3,927","312","185,509","121-08334, 121-08335"
777,"AIRPORT RD S @ US-11/LEE HWY","121N10305","35.02236","-85.19851","0.04"," 10 h 17 m","12 d 20 h 56 m","0","6,215","680","10,601","940","185,254","121N10305, 121-10305"
778,"TN-374 N @ PEACHERS MILL RD","121+12412","36.58616","-87.39095","4.97"," 3 m"," 1 h 43 m","0","16,210","495","12,416","631","184,863","121+12412, 121+12411, 121P12410"
779,"TN-46 N @ US-70-BR/TN-235/W COLLEGE ST","121+08851","36.086","-87.39763","1.34"," 22 m"," 11 h 16 m","0","8,711","839","14,791","981","184,713","121+08851, 121P08850, 121+08850, 121P06025"
780,"GALLATIN PIKE S @ 10TH ST","121-09235","36.17842","-86.75126","0.65"," 43 m"," 21 h 52 m","0","8,897","621","8,849","745","184,505","121-09235, 121-09236, 121-09237, 121-09238"
781,"TN-254 W @ US-431/TN-106/HILLSBORO PIKE","121-09258","36.0473","-86.86272","2.67"," 9 m"," 4 h 59 m","0","8,650","798","17,571","1,041","184,489","121-09258"
782,"TN-131 W @ HARDIN VALLEY RD","121N10463","35.95641","-84.12649","0.17"," 2 h 11 m","2 d 17 h 41 m","0","6,498","672","10,131","890","184,309","121N10463, 121-10463"
783,"BELL RD W @ NASHBORO BLVD/SMITH SPRINGS RD","121-50584","36.09034","-86.62652","3.15"," 11 m"," 5 h 43 m","0","6,641","768","19,184","1,197","184,305","121-50584, 121N50585, 121-50585, 121-13665, 121N13666, 121-13666"
784,"US-31-TRUCK N @ TN-96","121P12419","35.93006","-86.89853","0.11"," 7 h 53 m","9 d 20 h 51 m","0","3,900","1,526","23,843","1,839","184,288","121P12419, 121+12419"
785,"TN-193 W @ TN-177/N GERMANTOWN PKWY","113N15517","35.15399","-89.79518","0.05"," 8 h 36 m","10 d 18 h 15 m","0","8,738","542","6,282","635","184,095","113N15517, 113-15517, 113-15518, 113-15519"
786,"TN-45 E @ US-70/TN-24/LEBANON PIKE","121P09232","36.19745","-86.61999","0.14"," 2 h 38 m","3 d 7 h 19 m","0","10,856","613","10,193","720","183,937","121P09232, 121+09232, 121+09231"
787,"4TH ST E @ GEORGIA AVE","121P50367","35.05221","-85.30461","0.09"," 1 h 57 m","2 d 10 h 52 m","0","10,551","317","2,911","389","183,346","121P50367, 121+50367, 121+50366, 121+50365, 121P50364"
788,"TN-386 S @ SAUNDERSVILLE RD/EXIT 8","121N04681","36.33017","-86.56907","2.32"," 2 m"," 1 h 6 m","0","19,257","163","7,815","484","183,108","121N04681, 121-04681, 121N04682, 121-04682, 121N11563"
789,"US-41 E @ US-31/US-41/US-431/TN-11/MAIN ST","121N09042","36.17285","-86.76534","0.08"," 1 h 53 m","2 d 8 h 54 m","0","20,388","207","2,635","257","182,529","121N09042, 121-09042, 121N09043, 121-09043"
790,"UNA ANTIOCH PIKE S @ HICKORY HOLLOW PKWY","121N50703","36.05972","-86.67107","0.07"," 10 h 42 m","13 d 9 h 21 m","0","3,811","1,013","16,250","1,478","182,207","121N50703, 121-50703"
791,"TN-96 W @ N RUTHERFORD BLVD/E NORTHFIELD BLVD","121-08712","35.87201","-86.35553","1.86"," 11 m"," 5 h 35 m","0","8,046","636","16,433","1,035","182,013","121-08712, 121N08714, 121-08714, 121-08715, 121-08716"
792,"FRONT ST S @ LINDEN AVE","113-15008","35.13957","-90.0571","0.41"," 58 m","1 d 5 h 14 m","0","4,478","718","6,805","907","181,992","113-15008, 113-15009, 113-15010"
793,"TN-320 E @ TN-321/OOLTEWAH-RINGGOLD RD","121P09829","34.99984","-85.09476","0.29"," 13 h 13 m","16 d 12 h 37 m","0","2,312","3,091","59,986","3,752","181,933","121P09829, 121+09829, 121+09828, 121+09827, 121P09826"
794,"TN-319 S @ TN-153","121-09849","35.13267","-85.24298","2"," 9 m"," 4 h 43 m","0","15,256","572","10,276","632","181,797","121-09849, 121-09850"
795,"US-78 S @ TN-175/E SHELBY DR","113-05564","35.02096","-89.89874","1.46"," 3 m"," 1 h 47 m","0","20,505","163","4,238","316","181,724","113-05564, 113N05563"
796,"PAPERMILL RD E @ I-40/I-75/NORTHSHORE DR","121P10648","35.94369","-84.00092","0.38"," 6 m"," 3 h 23 m","0","94,054","67","874","74","181,674","121P10648, 121+10648, 121P10647"
797,"CHURCH ST E E @ CLOVERLAND DR","121P50728","36.03256","-86.76873","0.12"," 1 h 26 m","1 d 19 h 21 m","0","11,881","570","8,732","649","180,424","121P50728, 121+50728, 121P50727"
798,"TN-374 N @ MEMORIAL DR","121P12406","36.52192","-87.2777","0.32"," 53 m","1 d 2 h 33 m","0","7,206","501","11,606","890","179,681","121P12406, 121+12406, 121P12405"
799,"JEFFERSON AVE W @ N RIVERSIDE DR","113-15039","35.14774","-90.054","0.25"," 2 h 44 m","3 d 10 h 18 m","0","3,182","1,186","10,548","1,371","179,333","113-15039, 113-15040, 113-15041"
800,"TN-60 S @ SGT PAUL HUFF PKY NW","121-09425","35.21356","-84.88247","1.54"," 23 m"," 11 h 44 m","0","7,493","1,073","21,426","1,255","179,126","121-09425, 121N09426"
801,"CLOVERLAND DR W @ CHURCH ST E/JONES PKWY","121N50730","36.03256","-86.76873","0.18"," 2 h 24 m","3 d 23 m","0","7,909","631","12,590","887","179,083","121N50730, 121-50730, 121N50731"
802,"HOUSTON LEVEE RD S @ WOLF RIVER BLVD","113N50867","35.0952","-89.73007","0.2"," 1 h 47 m","2 d 5 h 30 m","0","17,947","440","8,435","513","178,943","113N50867, 113-50867"
803,"US-45/TN-5 S @ RIDGECREST RD/CARRIAGE HOUSE DR","121-07165","35.66748","-88.82926","0.41"," 30 m"," 15 h 24 m","0","15,143","325","4,571","400","178,688","121-07165, 121N07166, 121-07166, 121-05814"
804,"4TH AVE S @ US-41/US-70S/LAFAYETTE ST","121N12438","36.15179","-86.7712","0.06"," 2 h 36 m","3 d 6 h 7 m","0","10,690","291","2,618","360","178,583","121N12438, 121-12438, 121-13154, 121N12439, 121-12439, 121-12440, 121-12441"
805,"US-321 W @ I-40","121N05541","35.87585","-84.32418","0.14"," 6 h 39 m","8 d 7 h 59 m","0","4,586","1,717","36,777","2,070","178,079","121N05541"
806,"US-70 E @ I-40 (NASHVILLE)","121P04414","36.13177","-86.89553","0.3"," 16 m"," 8 h","0","44,309","136","2,049","159","177,691","121P04414, 121+04414"
807,"US-51 S @ PEABODY AVE","113-10795","35.13272","-90.02079","0.31"," 1 h 14 m","1 d 13 h 4 m","0","6,363","669","5,938","735","177,210","113-10795, 113N10796"
808,"US-70 W @ TN-155/BRILEY PKY","121N04439","36.1681","-86.6908","0.3"," 1 h 56 m","2 d 10 h 5 m","0","10,704","766","14,527","872","177,110","121N04439, 121-04439, 121-04440, 121-04441, 121-04442"
809,"TN-66 N @ I-40","121+08239","35.98138","-83.60783","4.89"," 2 m"," 1 h 21 m","0","18,050","279","7,699","450","177,006","121+08239, 121P08242, 121+08242, 121P11616, 121+11616, 121+08241, 121+08240, 121+11583, 121P08238"
810,"TN-155 S @ I-40/EXIT 27","121+05904","36.15342","-86.85755","0.05"," 5 h 5 m","6 d 8 h 49 m","0","19,927","373","7,795","452","177,005","121+05904, 121P05903, 121+05903"
811,"US-431 S @ US-41A/TN-12/8TH AVE N","121-07443","36.16721","-86.78719","0.69"," 35 m"," 17 h 32 m","0","8,225","663","8,791","774","176,969","121-07443, 121-07444, 121-07445, 121N07446, 121-07446"
812,"US-11 N @ TN-17/DODDS AVE/GLENWOOD DR","121+08454","35.03152","-85.264","0.13"," 3 h 16 m","4 d 2 h 8 m","0","8,986","614","9,959","768","176,832","121+08454, 121+11530, 121+11529, 121+11528"
813,"US-70S W @ TN-840","121+08642","35.89861","-86.44522","2.29"," 3 m"," 1 h 43 m","0","20,227","215","6,611","389","176,724","121+08642, 121+08665"
814,"HICKORY HOLLOW PKWY N @ MT VIEW PKWY","121P50698","36.0445","-86.65085","0.46"," 26 m"," 13 h 15 m","0","17,462","206","2,007","245","176,720","121P50698, 121+50698, 121P50697"
815,"US-70 E @ WHITE BRIDGE PIKE/ROBERSON AVE","121+04418","36.15016","-86.85793","1.05"," 15 m"," 7 h 47 m","0","12,482","456","6,492","533","176,536","121+04418, 121+04417, 121+04416"
816,"TN-168 N @ US-11E/US-25W/US-70/ASHEVILLE HWY","121P10437","36.0166","-83.82645","0.03"," 21 h 24 m","26 d 18 h 27 m","0","4,708","1,109","23,307","1,560","176,214","121P10437"
817,"TN-15 E @ BARTLETT BLVD","113+05409","35.20472","-89.86424","1.04"," 12 m"," 6 h 2 m","0","14,902","383","6,664","480","175,970","113+05409, 113+05408, 113+05407, 113+05406, 113+05405"
818,"US-70 W @ US-70-BR/TN-24/W MAIN ST/WINWOOD DR","121N06046","36.21793","-86.33503","0.11"," 8 h 32 m","10 d 16 h 15 m","0","8,071","754","10,673","858","175,568","121N06046, 121-06046, 121-07024, 121-06047"
819,"FRANK RD W @ N BYHALIA RD","113N15549","35.069","-89.68629","0.04"," 7 h 53 m","9 d 20 h 50 m","0","8,493","498","10,608","770","175,546","113N15549"
820,"MADISON AVE W @ N DUNLAP ST","113-10775","35.14051","-90.03349","0.33"," 1 h 36 m","2 d 4 m","0","5,665","898","10,951","1,033","175,471","113-10775, 113-10776, 113N10777"
821,"CAHAL AVE W @ GALLATIN AVE","121N50525","36.19668","-86.74226","0.04"," 15 h 5 m","18 d 20 h 36 m","0","4,363","947","14,589","1,285","174,664","121N50525, 121-50525"
822,"US-70 W @ US-70-BR/TN-235/TN-46/W COLLEGE ST","121-07014","36.086","-87.39763","1.34"," 21 m"," 10 h 51 m","0","8,705","799","14,079","932","174,069","121-07014, 121N06041, 121-06041, 121N06042, 121-06042"
823,"TN-71 S @ SEVIERVILLE PIKE","121N04403","35.94439","-83.89673","0.1"," 4 h 5 m","5 d 2 h 45 m","0","8,330","718","13,196","905","173,461","121N04403, 121-04403"
824,"TN-23 E @ GOODLETT ST","113+10839","35.1315","-89.92553","2.08"," 11 m"," 5 h 40 m","0","10,665","609","9,981","708","173,139","113+10839, 113+10838, 113+10837, 113+10836, 113P10835"
825,"TN-96 E @ US-31-TRUCK/MACK HATCHER MEML PKY","121P08704","35.91715","-86.84393","0.27"," 1 h 41 m","2 d 2 h 49 m","0","8,238","669","10,444","806","173,088","121P08704, 121+08704, 121+06180, 121+08703, 121+08702"
826,"FOSTER AVE N @ US-41/US-70S/MURFREESBORO PIKE","121P50595","36.14156","-86.74058","0.06"," 8 h 1 m","10 d 59 m","0","5,324","708","8,962","912","172,936","121P50595, 121+50595"
827,"E TRINITY LN E @ US-31E/TN-6/ELLINGTON PKY","121P09335","36.20462","-86.74975","0.2"," 2 h 26 m","3 d 1 h 4 m","0","6,106","862","12,506","1,038","172,857","121P09335, 121+09335, 121+09334, 121P09333"
828,"TN-100 W @ US-70S/TN-1/MEMPHIS-BRISTOL HWY","121N05886","36.09888","-86.87184","0.05"," 10 h 22 m","12 d 23 h","0","6,062","1,011","22,230","1,338","172,817","121N05886"
829,"JEFFERSON AVE E @ TN-3/TN-14/N 2ND ST","113+15040","35.14685","-90.05073","0.21"," 2 h 53 m","3 d 14 h 58 m","0","3,000","1,097","7,154","1,181","172,708","113+15040, 113P15039"
830,"US-72 E @ WEST ST/W FARMINGTON BLVD","113P05318","35.09278","-89.80877","0.22"," 1 h 10 m","1 d 11 h 8 m","0","14,276","405","6,144","480","172,569","113P05318, 113+05318, 113+05317"
831,"TN-46 N @ US-70/TN-1/HENSLEE DR","121P06025","36.07739","-87.37532","0.06"," 5 h 31 m","6 d 21 h 31 m","0","9,121","603","8,168","696","172,299","121P06025, 121+06025, 121+08849"
832,"SHALLOWFORD RD W @ TN-153","121N10298","35.05446","-85.19179","0.12"," 2 h 26 m","3 d 1 h 10 m","0","11,240","507","7,571","596","171,674","121N10298, 121-10298"
833,"WEDGEWOOD AVE E @ US-31/TN-6/8TH AVE S","121+09326","36.13424","-86.77908","0.83"," 10 m"," 5 h 15 m","0","14,494","242","2,938","314","171,599","121+09326, 121+09325, 121P09324, 121+09324, 121P13611"
834,"KOREAN VETERANS BLVD S @ US-41/US-70S/8TH AVE S/LAFAYETTE ST","121N12443","36.15452","-86.77965","0.44"," 23 m"," 11 h 51 m","0","12,077","254","2,663","329","171,184","121N12443, 121-12443, 121-12444, 121N12445, 121-12445, 121N12446, 121-12446"
835,"TN-56 N @ US-70S-BR/W MAIN ST/W MORFORD ST","121P08933","35.68223","-85.77433","0.1"," 4 h 23 m","5 d 11 h 33 m","0","8,120","665","8,293","741","170,341","121P08933, 121+08933"
836,"TN-441 W @ US-31/TN-6/FRANKLIN RD","121N12363","35.97331","-86.83307","0.06"," 3 h 51 m","4 d 19 h 35 m","0","10,392","460","7,989","614","170,187","121N12363, 121-12363, 121N12364, 121-12364"
837,"TN-100 E @ US-70S/TN-1/MEMPHIS-BRISTOL HWY","121P05886","36.09961","-86.87152","0.05"," 10 h 9 m","12 d 16 h 52 m","0","6,100","991","23,607","1,359","170,129","121P05886"
838,"JERSEY PIKE N @ TN-58","121P10293","35.09334","-85.17994","0.02"," 5 h 12 m","6 d 12 h 6 m","0","18,572","149","3,015","270","169,950","121P10293"
839,"TN-255 S @ I-40","121N09254","36.13995","-86.66642","0.51"," 15 m"," 7 h 58 m","0","19,523","224","4,028","320","169,616","121N09254, 121-09254"
840,"US-11 N @ I-75","121+08420","35.08492","-85.07136","3.39"," 2 m"," 1 h 1 m","0","38,834","206","7,348","295","169,249","121+08420"
841,"11TH ST SW N @ I-40/I-275/TN-62/HENLEY ST","121P10501","35.96439","-83.92752","0.05"," 2 h 55 m","3 d 15 h 47 m","0","9,845","251","1,709","296","169,248","121P10501, 121+10501, 121P10500"
842,"TN-155 E @ US-431/TN-106/HILLSBORO PIKE","121+08682","36.11397","-86.81089","0.97"," 29 m"," 14 h 51 m","0","6,896","821","13,831","1,001","169,153","121+08682, 121+08690"
843,"TN-109 N @ TN-52","121P06070","36.5772","-86.51487","0.12"," 5 h 9 m","6 d 10 h 31 m","0","7,324","795","11,994","925","168,891","121P06070, 121+06070"
844,"RIVERDALE RD S @ TN-385/NONCONNAH PKY","113-07488","35.05571","-89.82889","0.1"," 2 h 45 m","3 d 10 h 44 m","0","12,269","488","8,012","578","168,734","113-07488, 113-05506"
845,"RIVERDALE RD S @ E SHELBY DR","113N10388","35.02039","-89.83123","0.04"," 7 h 12 m","9 d 22 m","0","15,400","473","8,356","541","168,723","113N10388, 113-10388"
846,"TN-23 E @ WHITE STATION RD","113+10841","35.13047","-89.88736","1.5"," 8 m"," 4 h 23 m","0","15,735","409","6,696","473","168,594","113+10841, 113P10840, 113+10840, 113+10839, 113+10838, 113+10837, 113+10836, 113P10835"
847,"HOLMES RD W @ PLEASANT HILL RD","113-14831","35.00595","-89.90151","1.73"," 10 m"," 5 h 22 m","0","9,279","471","7,606","622","168,439","113-14831, 113N14832, 113-14832"
848,"US-431 S @ TN-254/OLD HICKORY BLVD","121-07413","36.0473","-86.86272","4.59"," 5 m"," 2 h 30 m","0","12,206","550","12,581","705","168,114","121-07413, 121N07414, 121-07414, 121-07415, 121N07408, 121-07408"
849,"US-70 E @ I-40/I-65","121P05900","36.16117","-86.79267","0.06"," 37 m"," 18 h 34 m","0","43,622","67","555","80","167,797","121P05900"
850,"CONFERENCE DR S @ US-31E/GALLATIN PIKE N","121N13673","36.30274","-86.69183","0.05"," 4 h 8 m","5 d 4 h 21 m","0","13,566","263","3,260","339","167,598","121N13673, 121-13673, 121N13674"
851,"US-321 E @ GATLINBURG BYP/PARKWAY BYP","121P08263","35.72592","-83.51398","1.34"," 4 m"," 2 h 16 m","0","23,151","318","5,991","365","167,233","121P08263, 121+08263"
852,"TN-56 N @ I-40","121+06141","36.08927","-85.72422","8.02"," 1 m"," 58 m","0","15,519","465","11,923","604","167,149","121+06141"
853,"HICKORY HOLLOW PKWY S @ I-24","121N50697","36.03553","-86.6442","0.68"," 12 m"," 6 h 28 m","0","27,320","261","3,553","275","166,697","121N50697, 121-50697"
854,"TN-317 N @ NOAH REID RD","121+10287","35.07452","-85.1708","2.49"," 10 m"," 5 h 24 m","0","8,612","777","13,359","899","165,988","121+10287, 121+10286, 121P10285"
855,"BROAD ST/MLK BLVD/BAILEY AVE E @ GEORGIA AVE","121+11532","35.04579","-85.30825","0.07"," 3 h 37 m","4 d 12 h 33 m","0","6,243","444","4,100","557","165,982","121+11532"
856,"TN-155 E @ US-41/US-70S/TN-1/MURFREESBORO PIKE","121P08692","36.12085","-86.69682","0.74"," 8 m"," 4 h 10 m","0","19,871","166","4,826","331","165,940","121P08692, 121+08692, 121P08691, 121+08691, 121P08688, 121+08688"
857,"US-41 E @ US-31E/TN-6/ELLINGTON PKY","121N09043","36.17327","-86.76568","0.12"," 1 h 17 m","1 d 14 h 47 m","0","22,656","276","3,657","299","165,870","121N09043, 121-09043"
858,"US-31 S @ TN-254/OLD HICKORY BLVD","121N05215","36.03733","-86.78659","0.01"," 12 h 7 m","15 d 3 h 54 m","0","15,974","263","4,602","362","165,369","121N05215"
859,"CHURCH ST W @ 20TH AVE N","121-13544","36.15343","-86.80084","0.68"," 15 m"," 7 h 43 m","0","13,828","318","3,371","357","164,982","121-13544, 121N13545, 121-13545, 121N13546"
860,"US-441 N @ I-40/I-275","121+10412","35.9634","-83.92242","0.27"," 25 m"," 12 h 52 m","0","21,529","204","2,536","244","164,335","121+10412, 121P10411, 121+10411"
861,"US-78 S @ S TREZEVANT ST","113-05554","35.10497","-89.98513","0.06"," 4 h 30 m","5 d 15 h 24 m","0","10,554","418","5,329","501","164,306","113-05554, 113N05553, 113-05553, 113N05552, 113-05552"
862,"US-70 W @ N WHITE STATION RD","113-10937","35.15308","-89.88863","0.19"," 1 h 17 m","1 d 14 h 35 m","0","13,854","407","5,696","465","164,216","113-10937, 113-10938, 113-10939, 113N10940"
863,"TN-255 N @ I-65","121P09244","36.08228","-86.76211","0.3"," 41 m"," 20 h 35 m","0","15,522","349","4,837","400","163,708","121P09244, 121+09244"
864,"TN-96 W @ N TENNESSEE BLVD","121N08711","35.85807","-86.36992","0.05"," 12 h 44 m","15 d 22 h 20 m","0","7,035","747","13,232","945","163,330","121N08711, 121-08711, 121-08712, 121N08714, 121-08714"
865,"LINCOLN ST S @ S JOHN B DENNIS HWY","121N50046","36.51644","-82.5306","0.04"," 8 h 55 m","11 d 3 h 50 m","0","3,067","652","6,273","945","162,989","121N50046, 121-50046"
866,"US-70 W @ MCGAVOCK PIKE","121-04440","36.16937","-86.67987","1.65"," 7 m"," 3 h 45 m","0","16,608","338","6,741","433","162,706","121-04440, 121-04441, 121-04442, 121N04443"
867,"RALEIGH MILLINGTON RD S @ TN-14/AUSTIN PEAY HWY","113-15450","35.20989","-89.92202","0.58"," 38 m"," 19 h 14 m","0","8,981","651","14,935","874","162,329","113-15450, 113-15451"
868,"US-70A-BYP N @ US-45W/US-45W-BR/N CENTRAL AVE","121P12185","35.83722","-88.9151","0.04"," 14 h 3 m","17 d 13 h 55 m","0","5,505","831","19,531","1,241","162,074","121P12185, 121+12185"
869,"US-70-BR W @ US-70/TN-141/TN-26/E BADDOUR PKY","121N07117","36.20944","-86.27755","0.03"," 11 h 31 m","14 d 9 h 51 m","0","8,889","683","14,275","864","161,754","121N07117"
870,"TN-49 E @ TN-12/MAIN ST","121P06119","36.27405","-87.06389","0.07"," 4 h 3 m","5 d 1 h 55 m","0","5,934","550","7,919","764","161,662","121P06119, 121+06119"
871,"RICHARDS RD W @ ANTIOCH PIKE","121N50710","36.06911","-86.68383","0.16"," 7 h 52 m","9 d 20 h 24 m","0","3,442","1,581","19,686","1,751","161,562","121N50710, 121-50710, 121N50711"
872,"TN-394 W @ US-19/US-11E","121N12273","36.50461","-82.26768","0.28"," 3 h 54 m","4 d 21 h 8 m","0","4,093","1,821","36,921","2,121","161,449","121N12273, 121-12273, 121N14149, 121-14149, 121-14151, 121-12274"
873,"DODSON CHAPEL RD S @ TN-45/OLD HICKORY BLVD","121N50571","36.18314","-86.611","0.03"," 9 h 33 m","11 d 22 h 32 m","0","8,021","542","7,496","668","161,314","121N50571"
874,"US-70S E @ I-440","121-08618","36.13536","-86.82346","0.85"," 8 m"," 4 h 16 m","0","21,360","191","3,825","282","161,201","121-08618, 121-08648, 121-05893, 121N05892, 121-05892, 121-08647"
